"","Name","SpIndex","AcceptedName","Species","Genus","Family","Order","Group","GrowthForm","LifeForm","LeafShape","LeafSize","PhenologyType","DispersalType","Hmed","Hmax","Z50","Z95","fHDmin","fHDmax","a_ash","b_ash","a_bsh","b_bsh","a_btsh","b_btsh","cr","BTsh","a_fbt","b_fbt","c_fbt","a_cr","b_1cr","b_2cr","b_3cr","c_1cr","c_2cr","a_cw","b_cw","a_bt","b_bt","LeafDuration","t0gdd","Sgdd","Tbgdd","Ssen","Phsen","Tbsen","xsen","ysen","SLA","LeafDensity","WoodDensity","FineRootDensity","conduit2sapwood","r635","pDead","Al2As","Ar2Al","LeafWidth","SRL","RLD","maxFMC","minFMC","LeafPI0","LeafEPS","LeafAF","StemPI0","StemEPS","StemAF","SAV","HeatContent","LigninPercent","LeafAngle","LeafAngleSD","ClumpingIndex","gammaSWR","alphaSWR","kPAR","g","Tmax_LAI","Tmax_LAIsq","Psi_Extract","Exp_Extract","WUE","WUE_par","WUE_co2","WUE_vpd","Gswmin","Gswmax","Gs_Toptim","Gs_Tsens","Gs_P50","Gs_slope","VCleaf_kmax","VCleaf_P12","VCleaf_P50","VCleaf_P88","VCleaf_slope","Kmax_stemxylem","VCstem_P12","VCstem_P50","VCstem_P88","VCstem_slope","Kmax_rootxylem","VCroot_P12","VCroot_P50","VCroot_P88","VCroot_slope","Vmax298","Jmax298","Nleaf","Nsapwood","Nfineroot","WoodC","RERleaf","RERsapwood","RERfineroot","CCleaf","CCsapwood","CCfineroot","RGRleafmax","RGRsapwoodmax","RGRcambiummax","RGRfinerootmax","SRsapwood","SRfineroot","RSSG","MortalityBaselineRate","SurvivalModelStep","SurvivalB0","SurvivalB1","SeedProductionHeight","SeedMass","SeedLongevity","DispersalDistance","DispersalShape","ProbRecr","MinTempRecr","MinMoistureRecr","MinFPARRecr","RecrTreeDBH","RecrTreeHeight","RecrShrubHeight","RecrTreeDensity","RecrShrubCover","RecrZ50","RecrZ95","RespFire","RespDist","RespClip","IngrowthTreeDensity","IngrowthTreeDBH"
"3012","Ruscus aculeatus",3011,"Ruscus aculeatus","Ruscus aculeatus","Ruscus","Asparagaceae","Asparagales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","vertebrate",100,145,NA,697.573870967742,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.251756414,NA,0.67,NA,NA,NA,0.0513016670612603,NA,NA,NA,501.7843568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.91535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013","Ruscus hypophyllum",3012,"Ruscus hypophyllum","Ruscus hypophyllum","Ruscus","Asparagaceae","Asparagales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","vertebrate",75,100,NA,697.573870967742,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0513016670612603,NA,NA,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3014","Ruta",3013,"Ruta",NA,"Ruta","Rutaceae","Sapindales","Angiosperm","Shrub","Chamaephyte","Broad","Medium","oneflush-evergreen","auto",45,80,NA,142.5,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,8.134,NA,0.64,NA,NA,NA,0.0513016670612603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015","Ruta angustifolia",3014,"Ruta angustifolia","Ruta angustifolia","Ruta","Rutaceae","Sapindales","Angiosperm","Shrub","Chamaephyte","Broad","Medium","oneflush-evergreen","wind",42.25,80,NA,142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016","Ruta chalepensis",3015,"Ruta chalepensis","Ruta chalepensis","Ruta","Rutaceae","Sapindales","Angiosperm","Shrub","Chamaephyte","Broad","Medium","oneflush-evergreen","wind",50,80,NA,142.5,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,0.0513016670612603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3017","Ruta corsica",3016,"Ruta corsica","Ruta corsica","Ruta","Rutaceae","Sapindales","Angiosperm","Shrub","Chamaephyte","Broad","Medium","oneflush-evergreen","auto",31.5,45,NA,142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7619718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3018","Ruta graveolens",3017,"Ruta graveolens","Ruta graveolens","Ruta","Rutaceae","Sapindales","Angiosperm","Herb","Chamaephyte","Broad","Medium","oneflush-evergreen","auto",45,80,NA,142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3019","Sagina",3018,"Sagina",NA,"Sagina","Caryophyllaceae","Caryophyllales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","vertebrate",6,40,NA,243.3,NA,NA,24.5887658849156,1.16617708137455,0.796284101730969,0.376221756680499,1.91892336653926,0.687285422785271,0.807588174925527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,20.62,NA,NA,NA,NA,NA,0.0513016670612603,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020","Sagina maritima",3019,"Sagina maritima","Sagina maritima","Sagina","Caryophyllaceae","Caryophyllales","Angiosperm","Herb","Therophyte","Broad","Small","oneflush-evergreen","auto",10,15,NA,243.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1332,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021","Sagina nodosa",3020,"Sagina nodosa","Sagina nodosa","Sagina","Caryophyllaceae","Caryophyllales","Angiosperm","Herb","Cryptophyte","Broad","Small","oneflush-evergreen","auto",5.725,35,NA,243.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,15.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0312,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022","Sagina pilifera",3021,"Sagina pilifera","Sagina pilifera","Sagina","Caryophyllaceae","Caryophyllales","Angiosperm","Herb","Chamaephyte","Broad","Small","oneflush-evergreen","vertebrate",6,40,NA,243.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023","Sagina procumbens",3022,"Sagina procumbens","Sagina procumbens","Sagina","Caryophyllaceae","Caryophyllales","Angiosperm","Herb","Chamaephyte","Linear","Small","oneflush-evergreen","vertebrate",6,20,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.913,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0195804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024","Salicornia",3023,"Salicornia",NA,"Salicornia","Amaranthaceae","Caryophyllales","Angiosperm","Herb","Therophyte","Broad","Medium","oneflush-evergreen","auto",25,80,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8053290425,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,6.245626807,0.391592636108398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025","Salicornia europaea",3024,"Salicornia europaea","Salicornia europaea","Salicornia","Amaranthaceae","Caryophyllales","Angiosperm","Herb","Therophyte","Broad","Medium","oneflush-evergreen","auto",23,40,NA,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8053290425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,6.245626807,0.391592636108398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026","Salix",3025,"Salix",NA,"Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",30,3500,NA,3854.99999999999,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73270869255066,0.246382355690002,0.259246575342466,NA,NA,NA,NA,NA,NA,NA,NA,12.74654184,0.425072752836543,0.426351490236382,NA,0.925,NA,0.0171050504128181,4129.42671933784,NA,1.5,2366.340095,NA,185.82902786,73.7704199,-1.31,4.84,NA,NA,NA,NA,NA,NA,13.0464337547558,33.9515,18.901655306867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,-1.51,NA,NA,1.9,-1.64,-1.5855,-1.93,118,NA,NA,NA,NA,NA,43.88577567,131.353210031796,24.6,NA,10.5,0.4866,NA,NA,NA,1.623,NA,NA,NA,NA,NA,NA,NA,NA,0.425,NA,NA,NA,NA,NA,0.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027","Salix alba",3026,"Salix alba","Salix alba","Salix","Salicaceae","Malpighiales","Angiosperm","Tree","Phanerophyte","Broad","Medium","winter-deciduous","auto",1500,3500,NA,3843,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69482827186584,0.568281352519989,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0807981600065,NA,0.35,NA,NA,NA,0.0171050504128181,NA,NA,1.05,2441.54929577465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.069,19.1686425108937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1.5,-2.325,76,NA,NA,NA,NA,NA,NA,NA,30.6435678208677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5965,NA,NA,NA,NA,NA,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028","Salix appendiculata",3027,"Salix appendiculata","Salix appendiculata","Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","oneflush-evergreen","auto",350,900,NA,3854.99999999999,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.63,NA,NA,NA,NA,NA,0.0171050504128181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5755,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029","Salix atrocinerea",3028,"Salix atrocinerea","Salix atrocinerea","Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",800,1000,NA,3854.99999999999,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73270869255066,0.246382355690002,0.75,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,0.48,NA,NA,NA,0.0171050504128181,NA,NA,NA,2366.340095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,0.4912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030","Salix aurita",3029,"Salix aurita","Salix aurita","Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","wind",175,300,NA,3854.99999999999,NA,NA,1.00828875514752,1.86996385629085,0.789955904636428,0.694183131278752,1.26943159709554,0.761033907683319,0.662962157344946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,0.0509905851213606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5755,NA,NA,NA,NA,NA,0.0748353,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031","Salix caesia",3030,"Salix caesia","Salix caesia","Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",82.5,200,NA,3854.99999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032","Salix caprea",3031,"Salix caprea","Salix caprea","Salix","Salicaceae","Malpighiales","Angiosperm","Tree","Phanerophyte","Broad","Large","winter-deciduous","auto",675,1800,NA,2485.5,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33996282527881,NA,NA,NA,NA,NA,NA,NA,NA,13.491048035,0.72323943662,0.505382235969951,NA,NA,NA,0.0171050504128181,NA,NA,3.25,1468.292683,NA,185.82902786,73.7704199,NA,NA,NA,NA,NA,NA,NA,NA,9.18506223558996,29.01,17.2598962126408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,-1.9,-2.2,126.6666667,NA,NA,NA,NA,NA,NA,NA,27,NA,10.1372280105712,0.4866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5405,NA,NA,NA,NA,NA,0.1335,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033","Salix cinerea",3032,"Salix cinerea","Salix cinerea","Salix","Salicaceae","Malpighiales","Angiosperm","Tree","Phanerophyte","Broad","Small","winter-deciduous","auto",502.666666666667,1000,NA,1334.5,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9800399202,NA,0.438802788660436,NA,NA,NA,0.0171050504128181,NA,NA,2,1950.80625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.642431973,-1.9875,-2.325136054,129.36,NA,NA,NA,NA,NA,NA,NA,21.196178101087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5755,NA,NA,NA,NA,NA,0.1282,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034","Salix daphnoides",3033,"Salix daphnoides","Salix daphnoides","Salix","Salicaceae","Malpighiales","Angiosperm","Shrub","Phanerophyte","Broad","Small","winter-deciduous","auto",960,1500,NA,1500,NA,NA,5.84575248906206,1.49441556711655,0.359586535496108,0.71377676507238,0.785607469308944,0.810130975560546,0.718581009506409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6382978723404,NA,NA,NA,NA,NA,0.0171050504128181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
